Id,Title,Main Channel ID,Main Channel Title,HardTag1,HardTag2,HardTag3,US PScore,Dead,
UCW_IYEEXOzFQIfCymI2cPVw,Hella Opinions from BuzzFeed News,UCf4FYTsGFFcdc68AUPIU3RA,BuzzFeed News,,,,,FALSE,
UCXkQz4N3QR6yibk7sx06hiw,AM to DM,UCf4FYTsGFFcdc68AUPIU3RA,BuzzFeed News,,,,,FALSE,
UCn4sPeUomNGIr26bElVdDYg,NowThis News,UCgRvm1yLFoaQKhmaTqXk9SA,NowThis,,,,,FALSE,
UCn8zNIfYAQNdrFRrr8oibKw,VICE,UCZaT_X_mc0BI-djXOlfhqWQ,VICE News,ManoelControl,,,875.96533,FALSE,
UC9ISPZsMaBi5mutsgX6LC1g,i-D,UCZaT_X_mc0BI-djXOlfhqWQ,VICE News,,,,,FALSE,
UCfQDD-pbllOCXHYwiXxjJxA,Broadly,UCZaT_X_mc0BI-djXOlfhqWQ,VICE News,,,,,FALSE,
UCWF0PiUvUi3Jma2oFgaiX2w,VICELAND,UCZaT_X_mc0BI-djXOlfhqWQ,VICE News,,,,,FALSE,
UC3e7Z56naX4KTrs9l7nSyWw,Jon Miller,UCKgJEs_v0JB-6jWb8lIy9Xw,TheBlaze,,,,,FALSE,
UCcqjjQk7BINIdc5X44aHzaA,Sara Gonzales Unfiltered,UCKgJEs_v0JB-6jWb8lIy9Xw,TheBlaze,,,,,FALSE,
UCoLl7gOLl0vMs9s-nmAckgg,Graham Allen,UCKgJEs_v0JB-6jWb8lIy9Xw,TheBlaze,,,,,FALSE,
UCx_2Vso6Qz76n-w5KV8DZcA,Allie Beth Stuckey,UCKgJEs_v0JB-6jWb8lIy9Xw,TheBlaze,,,,,FALSE,
UCHnP4h7CkxDtQXV-kEGS9FA,Phil Robertson,UCKgJEs_v0JB-6jWb8lIy9Xw,TheBlaze,,,,,FALSE,
UCTIcArcyyUota03AUK06waA,Rick & Bubba,UCKgJEs_v0JB-6jWb8lIy9Xw,TheBlaze,,,,,FALSE,
UCCRNUa9EwvRXMYwUmDi3JtA,Chad Prather,UCKgJEs_v0JB-6jWb8lIy9Xw,TheBlaze,,,,,FALSE,
UCVgO39Bk5sMo66-6o6Spn6Q,ABC News (Australia),,,Mainstream News,,,,FALSE,
UCxcrzzhQDj5zKJbXfIscCtg,ABC News In-Depth (Australia),UCVgO39Bk5sMo66-6o6Spn6Q,ABC News (Australia),Mainstream News,,,,FALSE,
UCN0VXYoN2ZdC7s8OFC_zHCg,BBC HARDtalk,UC16niRr50-MSBwiO3YDb3RA,BBC News,Mainstream News,,,,FALSE,
UC6o-wWU-v2ClFMwougmK7dA,BBC Newsnight,UC16niRr50-MSBwiO3YDb3RA,BBC News,Mainstream News,,,,FALSE,
UCcgKRB26m6M3okTSP7C_UwA,BBC Stories,UC16niRr50-MSBwiO3YDb3RA,BBC News,Mainstream News,,,,FALSE,
UCDYT9mM3L_ByrPYMyl0MGGg,BBC Ideas,UC16niRr50-MSBwiO3YDb3RA,BBC News,Mainstream News,,,,FALSE,
UCnkRLeAmZWkP-j738NZvhRw,BBC Radio 4,UC16niRr50-MSBwiO3YDb3RA,BBC News,Mainstream News,,,,FALSE,
UCuFFtHWoLl5fauMMD5Ww2jA,CBC News,,,Mainstream News,ManoelControl,,1016.2958,FALSE,
UCx8LIRh6VuPamPrqYDNF2QQ,RT Documentaries,UCpwvZwUam-URkxB7g4USKpg,RussiaToday,Mainstream News,,,,FALSE,
UC5aeU5hk31cLzq_sAExLVWg,Ruptly,,,Mainstream News,,,,FALSE,
UCY8x1K2FMBw-jm-WCPbcHEg,The Big Picture RT,UCpwvZwUam-URkxB7g4USKpg,RussiaToday,TV,,,,FALSE,
UC1PfnaeZIewIMs9RhdodytA,Boom Bust RT,UCpwvZwUam-URkxB7g4USKpg,RussiaToday,TV,,,,FALSE,
UC1nrVLHNfnsxpJthrAP8wNw,Going Underground RT,UCpwvZwUam-URkxB7g4USKpg,RussiaToday,TV,,,,FALSE,
UCbGif2gxFLxGDxG9CeA_fvg,In the Now RT,UCpwvZwUam-URkxB7g4USKpg,RussiaToday,TV,,,,FALSE,
UCbiFt3UdxX7LxferwDmuegQ,Watching the Hawks RT,UCpwvZwUam-URkxB7g4USKpg,RussiaToday,TV,,,,FALSE,
UCMItGKKTQzBTnIcbEoO3XnA,WorldsApaRT,UCpwvZwUam-URkxB7g4USKpg,RussiaToday,TV,,,,FALSE,
UCerKNh8xgFXstLdgVlikaxQ,TVO Docs,,,,,,,FALSE,
UCmuTmpLY35O3csvhyA6vrkg,TeleSur English,,,TV,,,,FALSE,
UCI4lx9retCL7_cBmmceEQ8g,Sputnik,,,Mainstream News,,,,FALSE,
UCvUSer_M2VGaBY-MFlUeShg,Tonkasaw,,,,,,,FALSE,
UCMVTRzCXvIbdK0Y1ZxD-BlA,Destroying the Illusion,,,,,,,FALSE,
UCG1h-Wqjtwz7uUANw6gazRw,Lindsay Ellis,,,,,,,FALSE,
UCGLgYaW3TYYnxRjZT_JPWTg,Kevin Logan,,,,,,,FALSE,
UCyawG3aTE7RmNQcFQskDWcw,The Academic Agent,,,,,,,FALSE,
UC4BZtFgtCuHUt0p8J-XENiA,E;R,,,,,,688.01147,FALSE,
UC7zLFwokKwUdeE_JRlzzaGw,Brother Nathanael,,,,,,,FALSE,
UCYmqiv_DNFYFkn8fvvJujmA,Hard Bastard,,,,,,,FALSE,
UCDB5XReUyyqt-FTNdkzFN-A,H. A. Goodman,,,,,,,FALSE,
UCFAQyZq0NqfCwVkRQoXpx0A,Niko House,,,,,,,FALSE,
UC3TbT_taTdB5_pxcHnNNHAg,Kristi Winters,,,,,,,FALSE,
UCMTk_R_Y49jvq-HQXDmKI0Q,The Right Opinion,,,,,,755.22235,FALSE,
UCsKBqLQmB1aCVuUC3e14riA,Endeavor,,,,,,,FALSE,
UC66_4Nrei9ZR4kk3uoWSSBw,Shane Killian,,,,,,,FALSE,
UC7eWRnOTyqua812sDXGqiqw,Dame Pesos,,,,,,664.2063,FALSE,
UC595wqznMGuY2mi6DKx-qnQ,Honey Badger Radio,,,,,,,FALSE,
UCDWmp9u3xBGwFR1iEIeEyOg,Skeptorr,,,,,,,FALSE,
UCMIj-wEiKIcGAcLoBO2ciQQ,TL;DR,,,,,,,FALSE,
UCr_Q-bPpcw5fJ-Oow1BW1NQ,Kraut,,,,,,,FALSE,
UCZAENaOaceQUMd84GDc26EA,Survive the Jive,,,,,,,FALSE,
UCnYKjBrI1ErwhDprla7Unwg,Tragedy and Hope,,,,,,,FALSE,
UC7vMzUZ0JxX5vpiMQ19az6A,Peach Baile,,,,,,,FALSE,
UCrD0cRlN2nSFj9PVIaZ3o4w,Charlemange,,,,,,,FALSE,
UCbiEAICCX-lyat0IOUIbyCA,Fritz Imperial,,,,,,,FALSE,
UC2yh-MfL2LamSVqb76fEPCg,Mauritian Struggle,,,,,,,FALSE,
UCh9mnprK8vtFuHkHyl_ffCw,Praise of Folly,,,,,,,FALSE,
UCIuK0g2IASC08v5jyVQh0Ig,Missing the Mark,,,,,,,FALSE,
UCbE3nGd3Yto59BN-taoOEAQ,Media Monarchy,,,,,,,FALSE,
UCxt2r57cLastdmrReiQJkEg,Tom Nicholas,,,,,,,FALSE,
UCkS_HP3m9NXOgswVAKbMeJQ,Then & Now,,,,,,,FALSE,
UCHuLYgw4dGbC2BuZQqPWV1g,Chomsky's Philosophy,,,,,,,FALSE,
UCug1cL7vmUvYooOjXyHjsxQ,Diamond and Silk,,,,,,,FALSE,
UC04KsGq3npibMCE9Td3mVDg,Cheddar,,,,,,,FALSE,
UC0VHMrstyj7aCt-VCcnV-Vw,Cheddar News,,,,,,,FALSE,
UCyn9vY4DP5WvLFW3kP-GNlg,Cheddar Business,,,,,,,FALSE,
UCxXUQuvoiIAlpM2osoAitjQ,Matt Jarbo,,,,,,586.69189,FALSE,
UCLFMfSsnYkzY7ra2PNb5RKQ,Jay Myers Documentaries,,,,,,,FALSE,
UCWr9SkjnM2c_x9dOYGtG-Aw,Halsey English,,,,,,,FALSE,
UCGg5QDOcFZYS3FbLVHRvJUw,TLDR News U.S.,UCMIj-wEiKIcGAcLoBO2ciQQ,TL;DR,,,,,FALSE,
UCJ4FI17cPgS6iwByI3fIf0A,Rebel Diaz,,,,,,,FALSE,
UCG29FnXZm4F5U8xpqs1cs1Q,Empire Files,,,,,,,FALSE,
UCRTcuf-RM24BmY5XsiRP-mw,BBC Trending,,,,,,,FALSE,
UCr4kgAUTFkGIwlWSodg43QA,Michael Knowles,UCaeO5vkdj5xOQHp4UmIN6dw,The Daily Wire,,,,,FALSE,
UCGSGPehp0RWfca-kENgBJ9Q,Jreg,,,,,,,FALSE,
UC_N4L2B-g2hZ9OPVdkmthGw,Critical Condition,,,,,,,FALSE,
UCuoFIyMX7PmlwwdmpXfyeNA,JFG Livestreams,UCowcNKm1w2GGw5U_XQeduhg,Jean-Francois Gariépy,,,,,FALSE,
UCNP2yhz10CUEKhzHCUu2r4Q,MW Live,UCLfhh63n0fWn0gXXKQ5NWvw,Millennial Woes,,,,,FALSE,
UCXcriK0lfrR_ACsDDzqrPpw,Drunken Peasants,,,,,,,FALSE,
UCU7JpgUNUdapn8d8b0zMg3g,Asha Logos,,,,,,,FALSE,
UCq7BdmVpQsay5XrwOgMhN5w,Sanderson1611,,,,,,,FALSE,
UC5fHBGiBdRN5MWMHEGFcZNw,HIGH ENERGY,UCXIJgqnII2ZOINSWNOGFThA,Fox News,,,,,FALSE,
UCfUaZ8Ra7m7BqUEACv2jySw,HydeWars,,,,,,,FALSE,
UC1vTH0ByVIcIOB83FbvHP7Q,Ryan Dawson,,,,,,,FALSE,
UCK1YDs3lB2ZzX5ef1v2IT7A,MillionDollarExtreme2,UCfUaZ8Ra7m7BqUEACv2jySw,HydeWars,,,,,FALSE,
UCFJ2K2gUJJ1ecBU6Sxc3bCA,Gun Owners of America,,,,,,,FALSE,
UCbUJ4bSI5LGysuouybbGA7g,Way of the World,,,,,,,FALSE,
UCCAH6Iole0g5KZc2I1mScPA,Think Club,UCy6Q3wg-PgsgO2XtQxZpZEg,ADAM FRIENDED,,,,,FALSE,
UCrUkx0UAxgybbbMvWphd62Q,American Joe Show,,,,,,,FALSE,
UCD2_cj930dB0H-tVDoKdt3Q,Twoon,,,,,,626.42682,FALSE,
UCf1iroepad-o5w2il-06Gjg,Armoured Media,,,,,,,FALSE,
UCtb3OOZwXGjwYMIXTu5zMKw,Armoured Gregory,,,,,,,FALSE,
UCOrpD6svgE3L3CCnWk52JSg,Shoe and Skeptic,UC0aanx5rpr7D1M7KCFYzrLQ,Shoe0nHead,,,,,FALSE,
UCiNediqB-JC_TjbsB4hJuHA,The Snark Tank,,,,,,,FALSE,
UCDVb4m_5QHhZElT47E1oODg,The Dave Cullen Show,,,,,,,FALSE,
UCmitI3k480YNXEw3aJG3nlg,Count Dankula 2 : Electric Boogaloo,UC7SeFWZYFmsm1tqWxfuOTPQ,Count Dankula,,,,,FALSE,
UCexksLsyKnBllF0RrMQj1uw,Irate Bear,,,,,,,FALSE,
UCegeYNZdLvPQWQktawxYfUA,TheBritisher,,,,,,,FALSE,
UCPRQK6wvn5popKr9Vi-4Pwg,Woz Lee,,,,,,,FALSE,
UC61qQBrHiNKprDXW5ZnLPyQ,Michelle Malkin,,,,,,,FALSE,
UCPZ3NSyI9G5BGzNKU_iEmMA,Gary Orsum,,,,,,,FALSE,
UCC4leKu2BwJZpv9jaUXpC4w,Foundation for Individual Rights in Education,,,,,,,FALSE,
UCpM_hmOVus872lSLIdbirXQ,Red Pill Philosophy,,,,,,,FALSE,
UCwd_sSDZ8EQt6SEeOO2tBRA,Terrence Popp,,,,,,,FALSE,
UC-_1OuLOwK8ve25sIu-5L5w,Raging Golden Eagle,,,,,,,FALSE,
UCKaK8iWAup7QEjvw554JAEg,TheBrotherOfLogic AndCommonSense,,,,,,,FALSE,
UC255AfKquZnQMO0amxdEGWw,johntheother,,,,,,,FALSE,
UCQeWZ0ninG-2pzlaenh2ECw,The Rageaholic,,,,,,,FALSE,
UC0lq8TJi-nuHikpkSA89SOw,"Hi, I Think I'm Real",,,,,,,FALSE,
UCaWf6VC6vmZcGdI_I0XYeRw,Milo Stewart,,,,,,,FALSE,
UCD_PvRz7fvX9WOBL6T4P45Q,John Birch Society,,,,,,,FALSE,
UCe17o0PQX4LK7AvAaARxqwQ,TheLivingDinosaur,,,,,,,FALSE,
UCOrE5EE4JH3CGwDQTsA2t_A,Mister Deity,,,,,,,FALSE,
UC228Y4vvOMPieeT_XYTbe-A,Repzion,,,,,,735.56812,FALSE,
UCiQ2pjcoPI-Jpo1GER7-iUA,King Crocoduck,,,,,,,FALSE,
UCrZIJrn0gcLGDW2BfF_JuGg,Godless Engineer,,,,,,,FALSE,
UCzNGEDuZOa-hA3abbWtTkUA,Viced Rhino,,,,,,,FALSE,
UCIS4cWaXgWpznjwovFYQBJQ,Paulogia,,,,,,,FALSE,
UC1SzlwfeQ_4-9LuV_00Efuw,Steve McRae,,,,,,,FALSE,
UCfZ4UMThTlXjKqEalSmdxkQ,Simon Obirek,,,,,,,FALSE,
UCzsqJV6eaQPlmaXgmYaw9kw,Tommy C's SFTP,,,,,,608.7688,FALSE,
UCWZSrMA8j9f133O8W_uPubw,Sandre the Teacher,,,,,,,FALSE,
UCbkjX3E0IhuUfPzL0FjSPaw,Rekieta Law,,,,,,,FALSE,
UCcioiEpyRVa719HkirSNzSg,Official GATG,,,,,,,FALSE,
UCTrjPBx2WY3wsd1OKmMQv8w,TylerPreston20,,,,,,,FALSE,
UCkfjL7T-jY_suS0IJDsZtTQ,Nightwave Radio,,,,,,,FALSE,
UCb0xfM3HGOsqPYNAocXXNAQ,truTV,,,,,,,FALSE,
UC16j6EppP0K85CzYMduNCqw,Roosh V,,,,,,,FALSE,
UCeM9I-20oWUs8daIIpsNHoQ,Senator Rand Paul,,,,,,,FALSE,
UCcIkGWFbMR-3vaX5dOEtNPw,Cogent,,,,,,,FALSE,
UCnYSByPVAWGOSy5c-HHKBAQ,Porsalin,,,,,,,FALSE,
UC70DBZLtHVkScdx49McB6NA,The Book Club,,,,,,,FALSE,
UCJ-vHE5CrGaL_ITEg-n3OeA,TheraminTrees,,,,,,,FALSE,
UCzd_MLszn8PYqc5Hq56qtOA,Noel Plum,,,,,,,FALSE,
UCLFlcGY4MWgBEixrF55HKew,VeryNearlyViral,,,,,,,FALSE,
UCceuqddArsKcKEXwKfKGU1w,ReyRoSho,,,,,,,FALSE,
UC577SIgTe1cjpdOSLADWNDw,MidWestly,UCfwE_ODI1YTbdjkzuSi1Nag,TheQuartering,,,,,FALSE,
UCeCV-XNeZIoHiCGfNYCLh9Q,Sandman,,,,,,,FALSE,
UC7UiChjgT_LDKcr_8NEEbMA,Brainlet,UC0aanx5rpr7D1M7KCFYzrLQ,Shoe0nHead,,,,,FALSE,
UCm045YWibxYLuNU1cz6rrrQ,black chad,UC7e57qWIEAZTQAaFwHpKdlw,SomeBlackGuy,,,,,FALSE,
UCFQPIMzJ6wD8nYv7vCdE-MQ,Uzalu,,,,,,,FALSE,
UCravYcv6C0CopL2ukVzhzNw,JaclynGlenn,,,,,,733.23413,FALSE,
UCzvoUDoDu-cKIb11rg4ODDQ,Holy Koolaid,,,,,,,FALSE,
UCgIi12EA6BQ8HKL8QUccsOQ,Telltale,,,,,,,FALSE,
UCz1w0ll081JJiYcjb298pOw,John Cedars,,,,,,,FALSE,
UCRHK7x9H5GuXwDi8gOM0hDw,Martymer 81,,,,,,,FALSE,
UCAJfDidJyukTekgSRZrjadw,AronRa,,,,,,,FALSE,
UCLhtZqdkjshgq8TqwIjMdCQ,DarkMatter2525,,,,,,,FALSE,
UCu5FNKd06zxitYJe_6RfdwA,C0ct0pus Prime,,,,,,,FALSE,
UCTERzzbGZopw5SXJJr0tPyQ,DarkAntics,,,,,,,FALSE,
UCeYP27qLtfUMY1b1Cyy3WdQ,The Thinking Atheist,,,,,,,FALSE,
UCprs0DXUS-refN1i8FkQkdg,The Atheist Experience,,,,,,,FALSE,
UCKGLZ1K7jKfi_42bHxdCBrA,"I,Hypocrite",,,,,,,FALSE,
UCXMKJkrhB1Bgw8xRaRpEa3Q,Parse the Noise,,,,,,,FALSE,
UCMRs0Ml8RF0cWVAOeQeBxTw,Dr. Edward Dutton: The Jolly Heretic,,,,,,,FALSE,
UCVT2XddlO4Hxb2fe4dVGrIQ,THAT'S THE POINT with Brandon,,,,,,,FALSE,
UC-W_DvNZoIW1433DrLBQHUQ,Scott Adams,UCfpnY5NnBl-8L7SvICuYkYQ,Real Coffee with Scott Adams,,,,,FALSE,
UCOBNx5Pdw7FZkh2oQR3i9SQ,Jesse Lee Peterson,,,,,,,FALSE,
UC7M42vQrNmZ0tnmmenLWwBA,ACLU,,,,,,,FALSE,
UCrnYMlsoyNeXuYNNh6xkv3Q,Gary Edwards,,,,,,,FALSE,
UCfYgocARmndnLrO5HHMXqrg,PhilosophiCat,,,,,,,FALSE,
UCTD9uyL2JFFe2dZhg_1k7Eg,Oakwise Reikja,,,,,,,FALSE,
UCX1QptigcsbBubVqtB1JK7g,ATTN,,,,,,,FALSE,
UCD4qMoFPUEzSn4CurFLJkIQ,Steve Shives,,,,,,,FALSE,
UCWyl5y9IKx2ktUqahAyjEHQ,Jake 333,,,,,,,FALSE,
UCo8fiE2-s0SZu6Onb8lNLMQ,TheScariestMovieEver,,,,,,,FALSE,
UCbTAyG0YJfzbwZjvTm38KJA,JoyCamp,,,,,,,FALSE,
UCbZS6DZKrp4q8IsXiKiyO-w,SkyWatch TV,,,,,,,FALSE,
UC18S2KrX6YYdQxfNb4uGUCw,Warriors for Christ,,,,,,,FALSE,
UCzaVyRJPgEgYhZDE_uIkWBw,Nicholson1968,,,,,,,FALSE,
UCJQtaCAhN4JgVTDR12oQrdw,Spy Kitten TV,,,,,,,FALSE,
UCPZiqlNI3RLyF47QTdq93GQ,Uncovered,,,,,,,FALSE,
UCxeNJdOLFPqIHjuZRpEgfTQ,Liana K,,,,,,,FALSE,
UCGDaOZg2INC0Qg2Z203F1dA,Judicial Watch,,,ManoelControl,,,,FALSE,
UCeJGFZww0__Ln7OFfeYRs4w,Compound Media,,,,,,,FALSE,
UCa5Lacw0dS1fgSb9_kkVVlg,SphereBeing Alliance,,,,,,,FALSE,
UCIC142ESUCPCNLCJUx268Rg,TheHighersideChats,,,,,,,FALSE,
UCegOTmclzjfKuQh0SHflqww,thecrowhouse,,,,,,,FALSE,
UCgqpf9YLh0UMRVmJs_eiBXw,Ian R. Crane,,,,,,,FALSE,
UCThv5tYUVaG4ZPA3p6EXZbQ,GoldSilver (w/ Mike Maloney),,,,,,,FALSE,
UCKRw8GAAtm27q4R3Q0kst_g,thejuicemedia,,,,,,,FALSE,
UCIu2MDB-z4MD7r-GwYARhgA,TheRabbitHole,,,,,,,FALSE,
UCa-bX3gZC3YnCThlGM5d38Q,The Fifth Estate (CBC),UCuFFtHWoLl5fauMMD5Ww2jA,CBC News,TV,Mainstream News,,,FALSE,
UCY-UU3bN4FkMILC-CMd8N5w,reallygraceful,,,,,,,FALSE,
UCoSbVb7GlChgrkmlGjPCZiw,Collective Evolution,,,,,,,FALSE,
UCk_uPqSuvOP8zaankyDjz7Q,Shaking My Head Productions,,,,,,,FALSE,
UCacDFHq7F2k8sAvR_D-nIWQ,Qronos16,,,,,,,FALSE,
UCQmsRRcgSIfIP-0dictumHg,Fully Sourced,,,,,,,FALSE,
UC5g3fGfwQ_9qZe5UcigRj_w,Moe Othman,,,,,,,FALSE,
UCVmlEoDSeImXV5aPz8EvP0A,Coast to Coast AM,,,,,,,FALSE,
UCXDvumKcfoqKYs1W_VKqLdA,Fade to Black Radio,,,,,,,FALSE,
UCN9WjlKBvjBIm3AWDXI1EUA,Earthfiles,,,,,,,FALSE,
UCFjOi1ZpZVErr8EYxg8t1dQ,Dahboo77,,,,,,,FALSE,
UC6d8gdVmOgimP9453Ee9miQ,Nephtali,,,,,,,FALSE,
UCdVSlmNi1uyfsgOAT_TbVyg,Black Conservative Patriot,,,,,,,FALSE,
UCaV101EM1QayFkP0E7zwXCg,South Front,,,,,,,FALSE,
UCxuTvS_SjDEmesoSKoSDnfw,Suit Yourself,,,,,,,FALSE,
UC--mKMTBMxilVT1yGSp2ZUQ,Bro Sanchez TV,,,,,,,FALSE,
UCp5hG8rt1z2MJ9aNVxY2Xdg,New Economic Thinking,,,,,,,FALSE,
UCT5KWZpslhrYKBhdCUUzr1Q,The Pholosopher,,,,,,,FALSE,
UCbQ4fbi0fy3d6Hb7q2FIATw,It'sAGundam,,,,,,,FALSE,
UCghHWRYUpbsUdcsG7PrTgzQ,Nick Di Paolo,,,,,,,FALSE,
UCswXSYM6yvFYZHZh7IrY6vw,Cognitive Thought,,,,,,,FALSE,
UCRQecYxcxGQiNsuHnoMOwGA,Omegon,,,,,,,FALSE,
UCre2GibO9Vdb3C59VzDsFxQ,Mat Best,,,,,,,FALSE,
UCXKjhxsfFQUqlNVQzLVnpEA,FiveThirtyEight,,,,,,,FALSE,
UCH1oRy1dINbMVp3UFWrKP0w,Good Morning America,,,Mainstream News,,,,FALSE,
UC-SJ6nODDmufqBzPBwCvYvQ,CBS This Morning,UC8p1vwvWtl6T73JiExfWs1g,CBS News,Mainstream News,,,,FALSE,
UCAeWdyKJXGWmVAXFpgLNNTg,CBS Evening News,UC8p1vwvWtl6T73JiExfWs1g,CBS News,Mainstream News,,,,FALSE,
UCsN32BtMd0IoByjJRNF12cw,60 MInutes,,,Mainstream News,,,,FALSE,
UC2x_qNZXKDxNP1j4jvHATRQ,Face the Nation,UC8p1vwvWtl6T73JiExfWs1g,CBS News,Mainstream News,,,,FALSE,
UCVT1tPkR-fUVlO652EcO3ow,CBS Sunday Morning,UC8p1vwvWtl6T73JiExfWs1g,CBS News,Mainstream News,,,,FALSE,
UC7htuVs06oduI3xSfTdcxPA,48 Hours,UC8p1vwvWtl6T73JiExfWs1g,CBS News,Mainstream News,,,,FALSE,
UC86dbj-lbDks_hZ5gRKL49Q,AFP,,,Mainstream News,,,,FALSE,
UC2a35q7eyzkfoIusBzdH4Hw,Newsweek,,,,,,,FALSE,
UCB2aea_wLJJaklTOplAC82A,Chicago Tribune,,,Mainstream News,,,,FALSE,
UCcNkwfTQuXAxAFwoAUHweJA,Boston Globe,,,Mainstream News,,,,FALSE,
UC4unV5BVmWubfAF0Al_AVdw,Syrian Girl,,,,,,,FALSE,
UC2-i3KuYoODXsM99Z3-Gm0A,Friendly Jordies,,,,,,,FALSE,
UCs84giQmEVI8NXXg78Fvk2g,Carey Welder,,,,,,,FALSE,
UCmZ94fbKKGoBDY_g4hzR-MA,Brave the World,,,,,,,FALSE,
UCjbgKUcTjpxmuW-8U0LR80Q,Independent Man,,,,,,,FALSE,
UCb9DL5O8lBJpplCOqYJEJWg,BASSFZz,,,,,,,FALSE,
UCjj9EnVJUY7pTkP5MX8F9gQ,Jay Smooth,,,,,,,FALSE,
UCh2UY1hxlMr4_7Az_iQ82HQ,The Michael Brooks Show,,,,,,,FALSE,
UC07F26kHKkpW_qqvXzEGALA,Randy Rainbow,,,,,,,FALSE,
UCGOA_DW3sgXO_c9hDc92SZw,Alternative Facts,,,,,,,FALSE,
UChBD4NpITiW2CzIz5GwppDA,Maggie May Fish,,,,,,,FALSE,
UCWZ3HFiJkxG1K8C4HVnyBvQ,Vic Berger,,,,,,,FALSE,
UCJm5yR1KFcysl_0I3x-iReg,Laci Green,,,,,,,FALSE,
UCTdvpZLANeVfpckUBQD7lCQ,Christian Science Monitor,,,,,,,FALSE,
UCww9VDOBh5hfnsN6pPE6NpA,Girl Defined,,,,,,,FALSE,
UC9cn0TuPq4dnbTY-CBsm8XA,a16z,,,,,,,FALSE,
UCdUdP5BeOsua_j3u-0ZbL5w,ThinkTank,UC1yBKRuGpC1tSM73A0ZjYjQ,The Young Turks,,,,,FALSE,
UCfpnY5NnBl-8L7SvICuYkYQ,Real Coffee with Scott Adams,UC-W_DvNZoIW1433DrLBQHUQ,Scott Adams,,,,,FALSE,
UCeaxf_xQYP0gai9tE7iok-A,The Moore Show,,,,,,,FALSE,
UCeY3vg1r0KrvuyPOi7T39eA,Alexander Grace,,,,,,,FALSE,
UCu3m8kI80rCTg9UAqO0_0bA,Georgia Free,,,,,,,FALSE,
UC1E-JS8L0j1Ei70D9VEFrPQ,Vaush,,,,,,,FALSE,
UCznv7Vf9nBdJYvBagFdAHWw,Tim Ferriss,,,,,,,FALSE,
UCSmOl7Hau-YX2VKfz1CMAZQ,Current Affairs,,,,,,,FALSE,
UCeHHAF22PljrnnjskZeljmg,GOOD Magazine,,,ManoelControl,,,,FALSE,
UCYC4ijpFZY_CtdElWFyy-Gg,Slate,,,ManoelControl,,,,FALSE,
UCWGljB8djPusdaKtVx1UKfg,UPROXX Video,,,ManoelControl,,,,FALSE,
UC4WdIJ_D_lJb87uE3JV5SgQ,RELEVANT,,,ManoelControl,,,,FALSE,
UCe2PK9vNxfogdvkx4jqB8uQ,Vocativ,,,ManoelControl,,,,FALSE,
UCw-kH-Od73XDAt7qtH9uBYA,World Economic Forum,,,ManoelControl,,,,FALSE,
UCg3_C7BwcV0kBlJbBFHTPJQ,Global Citizen,,,ManoelControl,,,,FALSE,
UCx-h2AWPCBJEqzH9HXe2ZIA,New York Daily News,,,ManoelControl,Mainstream News,,,FALSE,
UCoMdktPbSTixAyNGwb-UYkQ,Sky News,,,ManoelControl,Mainstream News,,,FALSE,
UCKY1msUI1iVtnKHPaLOsiQg,Yahoo News,,,ManoelControl,Mainstream News,,,FALSE,
UC8Ioh4atNDO5a0Vy2qFmauQ,NTDTV,,,ManoelControl,Mainstream News,,,FALSE,
UCZr49eSL2aHQ_41476IrkbA,NRA,,,ManoelControl,,,,FALSE,
UCCWWa1QhqNh8BHapTj3cBWQ,Chandler Crump,,,,,,,FALSE,
UCAR0Oi4L0Om4F26uwpANgCg,1000frolly PhD,,,,,,,FALSE,
UCbJg2U82-8ucpaiS-41jK3g,Joey Saladino,,,,,,,FALSE,
UCTOimflPhFe_NSQsIsak-Lw,Barely Informed with Elad,,,,,,,FALSE,
UCKRoXz3hHAu2XL_k3Ef4vJQ,Crooked Media,,,,,,,FALSE,
UC2qD7NXtLKNKaUsWHYHD6uw,Nicole's View,,,BlackLawsuit,,,,FALSE,
UCw_7ZC5UZfZ2VggC_KQgqEw,True Royal Family,,,BlackLawsuit,,,,FALSE,
UCvy2CoZsXKbkPVG9BiTSH6A,Carmen CaBoom,,,BlackLawsuit,,,,FALSE,
UCcTzK_2JDmFYGnUiaUleQYg,Lisa Cabrera,,,BlackLawsuit,,,,FALSE,
,,,,,,,,FALSE,
,,,,,,,,FALSE,
,,,,,,,,FALSE,
,,,,,,,,FALSE,
,,,,,,,,FALSE,
,,,,,,,,FALSE,
,,,,,,,,FALSE,
,,,,,,,,FALSE,
